Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2015,2013,2014,2016,2017,2018,2019,2020,2021,2022,2023
1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,1120467.0,1263075.0,1201105.0,1062449.0,1040764.0,1012291.0,1019977.0,1017881.0,1027650.0,1052804.0,1069585.0
1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,63732.0,64613.0,65813.0,62853.0,65839.0,63983.0,61754.0,60588.0,62083.0,62487.0,62597.0
1735401,Nukus shahri,Город Нукус,Nukus city,10170.0,10697.0,10603.0,10389.0,10896.0,9961.0,9242.0,9307.0,9798.0,9919.0,9903.0
1735411,Taxiatosh sh.,Тахиаташский город,Taxiatosh city,0.0,1414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,6578.0,6821.0,6967.0,6411.0,6741.0,7192.0,7279.0,6978.0,6990.0,7022.0,6908.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,6188.0,7020.0,6541.0,6254.0,1732.0,6233.0,6112.0,5767.0,5621.0,5638.0,5682.0
1735209,Bo‘zatov tumani,Бозатовский район,Bo‘zatov district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,667.0,771.0,791.0
1735211,Qorao‘zak tumani,Караузякский район,Qorao‘zak district,1580.0,1834.0,1716.0,1631.0,2935.0,1737.0,1656.0,1679.0,1768.0,1900.0,1981.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,3183.0,3377.0,3524.0,2909.0,4638.0,2924.0,2613.0,1982.0,2603.0,2703.0,2394.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Qo‘ng‘irot district,4762.0,4482.0,4881.0,4676.0,2008.0,4464.0,4557.0,4667.0,4641.0,4529.0,4128.0
1735218,Qanliko'l tumani,Канлыкульский район,Qanliko'l district,1808.0,1838.0,1845.0,1921.0,835.0,1788.0,1721.0,1757.0,1832.0,1580.0,1707.0
1735222,Mo‘ynoq tumani,Муйнакский район,Mo‘ynoq  district,1186.0,970.0,1129.0,1061.0,6626.0,871.0,1047.0,1039.0,1214.0,1327.0,1172.0
1735225,Nukus tumani,Нукусский район,Nukus district,1753.0,1705.0,1781.0,1525.0,1418.0,1565.0,1400.0,1407.0,1556.0,1532.0,1706.0
1735228,Taxiatosh tumani,Тахиаташский район,Taxiatosh district,0.0,0.0,0.0,0.0,0.0,2621.0,2400.0,2219.0,2338.0,2506.0,2536.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Taxtako‘pir district,1271.0,1288.0,1364.0,1285.0,1422.0,1418.0,1458.0,1362.0,1350.0,1308.0,1243.0
1735233,To'rtko'l tumani,Турткульский район,To'rtko'l district,8130.0,7067.0,8133.0,7444.0,7788.0,7556.0,7224.0,6496.0,6377.0,7018.0,7597.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Xo‘jayli district,6249.0,5068.0,6194.0,6595.0,6975.0,3730.0,3453.0,3935.0,4221.0,4133.0,4152.0
1735240,Chimboy tumani,Чимбайский район,Chimboy district,3578.0,4018.0,3907.0,3546.0,4217.0,4094.0,3687.0,3733.0,3689.0,3533.0,3699.0
1735243,Shumanay tumani,Шуманайский район,Shumanay district,2283.0,2247.0,2254.0,1986.0,1969.0,2178.0,2201.0,2159.0,2115.0,2203.0,2221.0
1735250,Ellikqala tumani,Элликкалинский район,Ellikqala district,5013.0,4767.0,4974.0,5220.0,5639.0,5651.0,5704.0,5425.0,5303.0,4865.0,4777.0
1703,Andijon viloyati,Андижанская область,Andijan region,102209.0,117446.0,107558.0,97691.0,90793.0,87221.0,89345.0,88474.0,88849.0,92860.0,94292.0
1703401,Andijon shahar,Город Андижан,Andijon city,15743.0,17659.0,16596.0,14804.0,13471.0,12564.0,12153.0,12073.0,12259.0,12551.0,12512.0
1703408,Xonobod shahar,Город Ханабад,Xonobod  city,1687.0,1710.0,1799.0,1297.0,1178.0,1132.0,1153.0,1207.0,1120.0,1083.0,1234.0
1703202,Oltinko'l tumani,Алтынкульский район,Oltinko'l  district,5609.0,6357.0,6128.0,5088.0,4492.0,4433.0,4910.0,5023.0,5323.0,5543.0,5354.0
1703203,Andijon tumani,Андижанский район,Andijon district,7966.0,10263.0,8502.0,7892.0,7211.0,6581.0,7106.0,6793.0,6757.0,7328.0,7365.0
1703206,Baliqchi tumani,Балыкчинский район,Baliqchi district,5914.0,6388.0,5800.0,5902.0,5591.0,5528.0,5749.0,5669.0,5615.0,5907.0,6095.0
1703209,Bo'ston tumani,Бустанский район,Bo'ston district,2199.0,2805.0,2475.0,2085.0,1922.0,2050.0,2215.0,2105.0,2060.0,2151.0,2197.0
1703210,Buloqboshi tumani,Булакбашинский район,Buloqboshi district,4757.0,5309.0,4888.0,4668.0,4360.0,4113.0,4116.0,4018.0,4085.0,4234.0,4292.0
1703211,Jalаquduq tumani,Джалакудукский район,Jalаquduq district,5643.0,7249.0,6214.0,5570.0,5174.0,5084.0,5210.0,5132.0,5044.0,5372.0,5745.0
1703214,Izboskan tumani,Избасканский район,Izboskan district,7532.0,8315.0,7692.0,7261.0,6943.0,6596.0,6771.0,6710.0,6530.0,6802.0,7253.0
1703217,Ulug'nor tumani,Улугнорский район,Ulug'nor district,1876.0,2452.0,2141.0,1710.0,1537.0,1537.0,1665.0,1732.0,1757.0,1824.0,1877.0
1703220,Qo'rg'ontepa tumani,Кургантепинский район,Qo'rg'ontepa district,6540.0,8219.0,7254.0,6399.0,6043.0,5918.0,6010.0,6019.0,6058.0,6303.0,6442.0
1703224,Asaka tumani,Асакинский район,Asaka district,10520.0,11239.0,10842.0,9868.0,9335.0,8886.0,9006.0,9104.0,9049.0,9279.0,9544.0
1703227,Marxamat tumani,Мархаматский район,Marxamat district,6203.0,6860.0,6402.0,5632.0,5158.0,5112.0,5380.0,5105.0,5036.0,5461.0,5383.0
1703230,Shaxrixon tumani,Шахриханский район,Shaxrixon district,9843.0,12068.0,10742.0,9797.0,9284.0,8955.0,9009.0,9052.0,9410.0,9895.0,9573.0
1703232,Paxtaobod tumani,Пахтаабадский район,Paxtaobod district,6315.0,6748.0,6249.0,6129.0,5677.0,5521.0,5689.0,5576.0,5539.0,5782.0,5975.0
1703236,Xo'jaobod tumani,Ходжаабадский район,Xo'jaobod district,3862.0,3805.0,3834.0,3589.0,3417.0,3211.0,3203.0,3156.0,3207.0,3345.0,3451.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,60310.0,67859.0,63845.0,56775.0,55789.0,56841.0,57522.0,56095.0,55563.0,57621.0,59084.0
1706401,Buxoro shahar,Город Бухара,Buxoro city,8631.0,9857.0,9328.0,8128.0,7920.0,7711.0,7668.0,7596.0,7765.0,8348.0,8869.0
1706403,Kogon shahar,Город Каган,Kogon city,2022.0,1780.0,1888.0,1958.0,1952.0,2081.0,2181.0,2105.0,2030.0,2144.0,2221.0
