Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,1865149.0,1894984.0,1977295.0,2062491.0,2112594.0,2106413.0,2134015.0,2218151.0,2356972.0,2504919.0,2631509.0
1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,110306.0,110790.0,114855.0,116385.0,116788.0,113411.0,111566.0,113018.0,115832.0,117222.0,119790.0
1735401,Nukus shahri,Город Нукус,Nukus city,17919.0,17632.0,17692.0,18163.0,17856.0,16990.0,16215.0,16272.0,16830.0,17536.0,18607.0
1735411,Taxiatosh sh.,Тахиаташский город,Taxiatosh city,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,11041.0,11013.0,11884.0,12347.0,12675.0,12432.0,12346.0,13084.0,13773.0,14226.0,14652.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,11664.0,11837.0,12462.0,12554.0,3291.0,12556.0,12648.0,12888.0,13264.0,12918.0,13232.0
1735209,Bo‘zatov tumani,Бозатовский район,Bo‘zatov district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,1131.0,1111.0,1075.0
1735211,Qorao‘zak tumani,Караузякский район,Qorao‘zak district,3079.0,3140.0,3286.0,3224.0,5523.0,3058.0,2957.0,2806.0,2906.0,2972.0,3000.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,5662.0,5518.0,5708.0,5696.0,7971.0,5269.0,4938.0,3902.0,4150.0,4346.0,4290.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Qo‘ng‘irot district,8189.0,7908.0,8247.0,8079.0,3238.0,7505.0,7415.0,7544.0,7676.0,7879.0,8042.0
1735218,Qanliko'l tumani,Канлыкульский район,Qanliko'l district,2751.0,2850.0,3106.0,3212.0,1814.0,3119.0,3028.0,3058.0,3154.0,3265.0,3246.0
1735222,Mo‘ynoq tumani,Муйнакский район,Mo‘ynoq  district,1763.0,1719.0,1788.0,1791.0,12893.0,1723.0,1733.0,1790.0,1893.0,1968.0,1948.0
1735225,Nukus tumani,Нукусский район,Nukus district,2752.0,2973.0,3167.0,3297.0,3385.0,3467.0,3407.0,3453.0,3364.0,3493.0,3568.0
1735228,Taxiatosh tumani,Тахиаташский район,Taxiatosh district,0.0,0.0,0.0,0.0,0.0,4250.0,4122.0,4118.0,3991.0,4039.0,4028.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Taxtako‘pir district,2559.0,2677.0,2670.0,2518.0,2458.0,2311.0,2245.0,2139.0,2046.0,2040.0,2015.0
1735233,To'rtko'l tumani,Турткульский район,To'rtko'l district,12227.0,12331.0,12925.0,13231.0,13123.0,13003.0,12966.0,13396.0,13677.0,13505.0,13715.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Xo‘jayli district,8274.0,11599.0,11587.0,11455.0,11268.0,6669.0,6613.0,6890.0,7294.0,7493.0,7649.0
